@relation 'training_tutorial1.arff-weka.filters.unsupervised.attribute.Remove-R23-26-weka.filters.unsupervised.attribute.AddExpression-E(a7+a9+a11+a13)/4-NmeanGhostx-weka.filters.unsupervised.attribute.AddExpression-E(a8+a10+a12+a14)/4-NmeanGhosty-weka.filters.unsupervised.attribute.AddExpression-E(a15+a16+a17+a18)/4-NmeanDist-weka.filters.unsupervised.attribute.Reorder-Rfirst-last-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23'

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosth1x numeric
@attribute Gosth1y numeric
@attribute Gosth2x numeric
@attribute Gosth2y numeric
@attribute Gosth3x numeric
@attribute Gosth3y numeric
@attribute Gosth4x numeric
@attribute Gosth4y numeric
@attribute DistGosth1 numeric
@attribute DistGosth2 numeric
@attribute DistGosth3 numeric
@attribute DistGosth4 numeric
@attribute GhostDir1 {North,South,East,West,Stop}
@attribute GhostDir2 {North,South,East,West,Stop}
@attribute GhostDir3 {North,South,East,West,Stop}
@attribute GhostDir4 {North,South,East,West,Stop}
@attribute meanGhostx numeric
@attribute meanGhosty numeric
@attribute meanDist numeric
@attribute Direction {North,South,East,West,Stop}

@data
3,8,1,1,1,1,1,1,2,11,5,1,13,13,-1,4,-1,14,Stop,East,Stop,West,5.25,6.5,4,East
2,8,1,1,1,1,1,1,3,11,5,1,13,12,-1,4,-1,14,Stop,East,Stop,West,5.5,6.25,4,North
3,8,1,1,1,1,1,1,3,11,5,1,12,12,-1,3,-1,13,Stop,East,Stop,South,5.25,6.25,3.5,East
3,9,0,1,1,1,1,1,4,11,5,1,12,12,-1,3,-1,11,Stop,East,Stop,South,5.5,6.25,3,East
4,9,0,1,1,1,1,1,4,11,5,1,12,11,-1,2,-1,10,Stop,West,Stop,North,5.5,6,2.5,East
5,9,0,1,1,1,1,1,3,11,5,1,12,11,-1,4,-1,10,Stop,North,Stop,North,5.25,6,3,North
6,9,1,1,1,1,1,1,3,12,5,1,12,12,-1,6,-1,10,Stop,North,Stop,West,5.25,6.5,3.5,North
6,10,1,1,1,0,1,1,3,13,5,1,12,13,-1,6,-1,8,Stop,South,Stop,West,5.25,7,3,West
6,11,1,1,1,1,1,1,3,12,5,1,11,13,-1,4,-1,7,Stop,East,Stop,South,5,6.75,2.25,West
5,11,1,0,1,1,1,1,4,12,5,1,11,13,-1,2,-1,7,Stop,East,Stop,South,5.25,6.75,1.75,East
4,11,1,0,1,1,1,1,5,12,5,1,11,12,-1,2,-1,7,Stop,Stop,Stop,West,5.5,6.5,1.75,North
5,11,1,0,1,1,1,1,5,12,5,1,11,11,-1,1,-1,5,Stop,Stop,Stop,North,5.5,6.25,1,East
5,12,1,1,1,1,1,1,3,1,5,1,10,11,-1,-1,-1,5,Stop,Stop,Stop,West,4.75,3.5,0.5,East
6,12,1,1,1,1,1,1,3,1,5,1,10,12,-1,-1,-1,3,Stop,Stop,Stop,East,4.75,3.75,0,East
7,12,1,1,1,1,1,1,3,1,5,1,9,12,-1,-1,-1,3,Stop,Stop,Stop,South,4.5,3.75,0,East
8,12,1,1,1,1,1,1,3,1,5,1,10,12,-1,-1,-1,3,Stop,Stop,Stop,South,4.75,3.75,0,East
9,12,1,1,1,1,1,1,3,1,5,1,10,11,-1,-1,-1,2,Stop,Stop,Stop,West,4.75,3.5,-0.25,South
10,12,1,1,1,1,1,1,3,1,5,1,10,11,-1,-1,-1,2,Stop,Stop,Stop,North,4.75,3.5,-0.25,West
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,West,South,North,East,9,9,7,South
13,10,1,1,1,1,4,6,5,11,13,7,13,12,13,9,3,3,West,East,North,South,8.75,9,7,South
13,9,1,1,1,1,4,6,6,11,13,7,14,12,12,9,2,3,West,South,East,North,9.25,9,6.5,East
13,8,1,1,1,1,3,6,6,10,14,7,14,11,12,9,2,5,North,South,West,North,9.25,8.5,7,West
14,8,1,1,1,1,3,7,6,9,13,7,14,12,12,9,2,5,South,East,West,West,9,8.75,7,West
13,8,1,1,1,1,3,6,7,9,12,7,14,13,12,7,2,5,West,North,South,West,9,8.75,6.5,South
12,8,1,1,1,1,2,6,7,10,12,6,13,13,12,7,2,5,West,North,West,West,8.5,8.75,6.5,West
12,7,1,1,1,1,2,6,7,10,11,6,12,13,11,8,2,6,North,West,West,South,8,8.75,6.75,West
11,7,1,1,1,1,2,7,6,10,10,6,12,13,9,8,2,6,North,South,Stop,South,7.5,9,6.25,West
10,7,1,1,1,1,2,7,6,9,5,1,12,12,8,6,-1,7,North,South,Stop,South,6.25,7.25,5,West
9,7,1,1,1,1,2,8,6,8,5,1,12,12,8,4,-1,8,West,South,Stop,South,6.25,7.25,4.75,West
8,7,1,1,1,1,1,8,6,8,5,1,12,12,8,3,-1,9,East,North,Stop,South,6,7.25,4.75,West
7,7,1,1,1,1,2,8,6,9,5,1,12,12,6,3,-1,9,East,South,Stop,West,6.25,7.5,4.25,West
6,7,1,1,1,1,2,8,6,8,5,1,12,11,5,1,-1,9,East,South,Stop,West,6.25,7,3.5,West
5,7,1,1,1,1,3,8,6,7,5,1,11,11,3,1,-1,9,Stop,North,Stop,North,6.25,6.75,3,West
4,7,1,1,1,1,3,7,6,8,5,1,10,11,1,3,-1,11,Stop,North,Stop,North,6,6.75,3.5,East
3,7,1,1,1,1,1,1,6,9,5,1,10,12,-1,5,-1,13,Stop,North,Stop,East,5.5,5.75,4,East
4,7,1,1,1,1,1,1,6,9,5,1,10,13,-1,4,-1,13,Stop,North,Stop,East,5.5,6,3.75,East
5,7,1,1,1,1,1,1,6,10,5,1,11,13,-1,4,-1,12,Stop,North,Stop,South,5.75,6.25,3.5,North
6,7,1,1,1,1,1,1,6,11,5,1,11,13,-1,4,-1,10,Stop,North,Stop,North,5.75,6.5,3,North
6,8,1,1,1,1,1,1,6,12,5,1,11,12,-1,4,-1,10,Stop,North,Stop,South,5.75,6.5,3,North
6,9,1,1,1,1,1,1,6,13,5,1,11,13,-1,4,-1,8,Stop,North,Stop,South,5.75,7,2.5,North
6,10,1,1,1,0,1,1,6,14,5,1,11,12,-1,4,-1,6,Stop,North,Stop,South,5.75,7,2,North
6,11,1,1,1,1,1,1,6,14,5,1,11,11,-1,3,-1,5,Stop,Stop,Stop,West,5.75,6.75,1.5,North
6,12,1,1,1,1,1,1,6,13,5,1,11,11,-1,1,-1,5,Stop,Stop,Stop,North,5.75,6.5,1,East
6,13,1,1,1,1,1,1,3,1,5,1,10,11,-1,-1,-1,5,Stop,Stop,Stop,North,4.75,3.5,0.5,East
7,13,1,1,1,1,1,1,3,1,5,1,10,12,-1,-1,-1,3,Stop,Stop,Stop,Stop,4.75,3.75,0,East
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,Stop,West,East,Stop,9,9,7,North
13,10,1,1,1,1,5,6,4,12,14,6,13,12,12,11,5,2,South,West,North,Stop,9,9,7.5,North
13,11,1,1,1,1,5,5,3,12,14,7,13,12,14,11,5,1,South,North,North,Stop,8.75,9,7.75,West
13,12,1,1,1,1,5,5,3,13,14,8,7,1,15,11,5,-1,West,North,East,Stop,7.25,6.75,7.5,West
12,12,1,1,1,1,4,5,3,13,15,8,7,1,15,10,7,-1,East,North,West,Stop,7.25,6.75,7.75,West
11,12,1,1,1,1,5,5,3,14,14,8,7,1,13,10,7,-1,South,North,North,Stop,7.25,7,7.25,West
10,12,1,1,1,1,5,4,3,14,14,9,7,1,13,9,7,-1,East,South,South,Stop,7.25,7,7,West
9,12,1,1,1,1,6,4,3,13,14,8,7,1,11,7,9,-1,East,West,North,Stop,7.5,6.5,6.5,West
8,12,1,1,1,1,6,4,2,13,14,9,7,1,10,7,9,-1,West,West,East,Stop,7.25,6.75,6.25,West
7,12,1,1,1,1,5,4,1,13,15,9,7,1,10,7,11,-1,West,West,East,Stop,7,6.75,6.75,West
6,12,1,1,1,1,4,4,1,13,15,9,7,1,10,6,12,-1,East,East,West,Stop,6.75,6.75,6.75,West
5,12,1,1,1,1,5,4,2,13,14,9,7,1,8,4,12,-1,East,West,South,Stop,7,6.75,5.75,West
4,12,1,1,1,1,6,4,1,13,14,8,7,1,10,4,14,-1,North,East,North,Stop,7,6.5,6.75,West
3,12,1,1,1,1,6,5,2,13,14,9,7,1,10,2,14,-1,North,West,South,Stop,7.25,7,6.25,West
2,12,1,1,1,1,6,6,1,13,14,8,7,1,10,2,16,-1,East,North,East,Stop,7,7,6.75,North
1,12,1,1,1,0,7,6,1,14,15,8,7,1,12,2,18,-1,East,Stop,East,Stop,7.5,7.25,7.75,East
1,13,1,1,1,0,7,6,3,1,15,8,7,1,13,-1,19,-1,East,Stop,East,Stop,8,4,7.5,East
2,13,1,1,1,1,7,6,3,1,16,8,7,1,12,-1,19,-1,East,Stop,West,Stop,8.25,4,7.25,East
3,13,1,1,1,1,8,6,3,1,15,8,7,1,12,-1,17,-1,East,Stop,West,Stop,8.25,4,6.75,East
4,13,1,1,1,1,9,6,3,1,15,8,7,1,12,-1,16,-1,East,Stop,West,Stop,8.5,4,6.5,East
5,13,1,1,1,1,9,6,3,1,15,8,7,1,11,-1,15,-1,East,Stop,North,Stop,8.5,4,6,East
6,13,1,1,1,1,10,6,3,1,15,9,7,1,11,-1,13,-1,East,Stop,North,Stop,8.75,4.25,5.5,East
7,13,1,1,1,1,11,6,3,1,15,9,7,1,11,-1,12,-1,East,Stop,West,Stop,9,4.25,5.25,East
8,13,1,1,1,1,11,6,3,1,14,9,7,1,10,-1,10,-1,South,Stop,North,Stop,8.75,4.25,4.5,East
9,13,1,1,1,1,11,5,3,1,14,10,7,1,10,-1,8,-1,East,Stop,North,Stop,8.75,4.25,4,East
10,13,1,1,1,1,12,5,3,1,14,11,7,1,10,-1,6,-1,North,Stop,North,Stop,9,4.5,3.5,East
11,13,1,1,1,1,12,6,3,1,14,12,7,1,8,-1,4,-1,East,Stop,East,Stop,9,5,2.5,East
12,13,1,1,1,1,13,6,3,1,15,12,7,1,8,-1,4,-1,East,Stop,North,Stop,9.5,5,2.5,East
13,13,1,1,1,1,14,6,3,1,15,13,7,1,8,-1,2,-1,West,Stop,North,Stop,9.75,5.25,2,West
14,13,1,1,1,1,13,6,3,1,15,14,7,1,8,-1,2,-1,East,Stop,South,Stop,9.5,5.5,2,East
13,13,1,1,1,1,14,6,3,1,15,13,7,1,8,-1,2,-1,East,Stop,East,Stop,9.75,5.25,2,East
14,13,1,1,1,1,15,6,3,1,16,13,7,1,8,-1,2,-1,East,Stop,East,Stop,10.25,5.25,2,East
15,13,1,1,1,1,16,6,3,1,17,13,7,1,8,-1,2,-1,East,Stop,Stop,Stop,10.75,5.25,2,East
16,13,1,1,1,1,17,6,3,1,17,13,7,1,8,-1,1,-1,East,Stop,Stop,Stop,11,5.25,1.75,East
17,13,1,1,1,1,18,6,3,1,5,1,7,1,8,-1,-1,-1,West,Stop,Stop,Stop,8.25,2.25,1.25,West
18,13,1,1,0,1,17,6,3,1,5,1,7,1,8,-1,-1,-1,East,Stop,Stop,Stop,8,2.25,1.25,East
17,13,1,1,1,1,18,6,3,1,5,1,7,1,8,-1,-1,-1,East,Stop,Stop,Stop,8.25,2.25,1.25,South
18,13,1,1,0,1,18,6,3,1,5,1,7,1,7,-1,-1,-1,North,Stop,Stop,Stop,8.25,2.25,1,South
18,12,1,1,0,1,18,7,3,1,5,1,7,1,5,-1,-1,-1,West,Stop,Stop,Stop,8.25,2.5,0.5,West
18,11,1,1,0,1,17,7,3,1,5,1,7,1,5,-1,-1,-1,South,Stop,Stop,Stop,8,2.5,0.5,South
17,11,1,1,1,1,17,6,3,1,5,1,7,1,5,-1,-1,-1,East,Stop,Stop,Stop,8,2.25,0.5,East
17,10,1,1,1,1,18,6,3,1,5,1,7,1,5,-1,-1,-1,South,Stop,Stop,Stop,8.25,2.25,0.5,South
18,10,1,1,0,1,18,5,3,1,5,1,7,1,5,-1,-1,-1,South,Stop,Stop,Stop,8.25,2,0.5,South
18,9,1,1,0,1,18,5,3,1,5,1,7,1,4,-1,-1,-1,West,Stop,Stop,Stop,8.25,2,0.25,West
18,8,1,1,0,1,17,5,3,1,5,1,7,1,4,-1,-1,-1,North,Stop,Stop,Stop,8,2,0.25,South
17,8,1,1,1,1,17,6,3,1,5,1,7,1,2,-1,-1,-1,West,Stop,Stop,Stop,8,2.25,-0.25,West
17,7,1,1,1,1,16,6,3,1,5,1,7,1,2,-1,-1,-1,Stop,Stop,Stop,Stop,7.75,2.25,-0.25,South
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,Stop,North,South,North,9,9,7,North
13,10,1,1,1,1,5,6,5,13,13,5,13,12,12,11,5,3,Stop,North,West,North,9,9,7.75,North
13,11,1,1,1,1,5,6,5,14,12,5,13,13,13,11,7,3,East,West,West,North,8.75,9.5,8.5,North
13,12,1,1,1,1,6,6,4,14,11,5,13,14,13,11,9,2,North,East,East,Stop,8.5,9.75,8.75,West
13,13,1,1,1,1,6,7,5,14,12,5,13,14,13,9,9,-1,East,East,East,Stop,9,10,7.5,West
12,13,1,1,1,1,7,7,5,14,12,5,7,1,11,8,8,-1,East,East,North,Stop,7.75,6.75,6.5,West
11,13,1,1,1,1,7,7,6,14,12,6,7,1,10,6,8,-1,East,East,North,Stop,8,7,5.75,West
10,13,1,1,1,1,8,7,7,14,12,7,7,1,8,4,8,-1,North,East,West,Stop,8.5,7.25,4.75,West
9,13,1,1,1,1,8,8,7,14,11,7,7,1,6,3,8,-1,East,West,East,Stop,8.25,7.5,4,West
8,13,1,1,1,1,9,8,6,14,12,7,7,1,6,3,10,-1,East,Stop,East,Stop,8.5,7.5,4.5,North
7,13,1,1,1,1,10,8,7,14,13,7,7,1,8,1,12,-1,East,Stop,West,Stop,9.25,7.5,5,East
7,14,0,1,1,1,11,8,3,1,12,7,7,1,10,-1,12,-1,West,Stop,West,Stop,8.25,4.25,5,East
8,14,0,1,1,1,10,8,3,1,12,7,7,1,8,-1,11,-1,South,Stop,North,Stop,8,4.25,4.25,East
9,14,0,1,1,1,10,7,3,1,12,8,7,1,8,-1,9,-1,West,Stop,North,Stop,8,4.25,3.75,West
10,14,0,1,1,1,9,7,3,1,12,9,7,1,8,-1,7,-1,East,Stop,East,Stop,7.75,4.5,3.25,East
9,14,0,1,1,1,10,7,3,1,13,9,7,1,8,-1,9,-1,South,Stop,West,Stop,8.25,4.5,3.75,South
10,14,0,1,1,1,10,6,3,1,12,9,7,1,8,-1,7,-1,North,Stop,North,Stop,8,4.25,3.25,South
10,13,1,1,1,1,10,7,3,1,12,10,7,1,6,-1,5,-1,East,Stop,North,Stop,8,4.75,2.25,East
10,12,1,1,1,1,11,7,3,1,12,11,7,1,6,-1,3,-1,North,Stop,South,Stop,8.25,5,1.75,South
11,12,1,1,1,1,11,8,3,1,12,10,7,1,4,-1,3,-1,West,Stop,South,Stop,8.25,5,1.25,West
11,11,1,1,1,1,10,8,3,1,12,10,7,1,4,-1,2,-1,East,Stop,West,Stop,8,5,1,East
10,11,1,1,1,1,11,8,3,1,11,10,7,1,4,-1,2,-1,East,Stop,South,Stop,8,5,1,East
11,11,1,1,1,1,12,8,3,1,11,9,7,1,4,-1,2,-1,East,Stop,South,Stop,8.25,4.75,1,South
12,11,1,1,1,1,12,8,3,1,11,8,7,1,3,-1,4,-1,West,Stop,West,Stop,8.25,4.5,1.25,West
12,10,1,1,1,1,11,8,3,1,10,8,7,1,3,-1,4,-1,West,Stop,West,Stop,7.75,4.5,1.25,South
11,10,1,1,1,1,11,8,3,1,9,8,7,1,2,-1,4,-1,West,Stop,East,Stop,7.5,4.5,1,West
11,9,1,1,1,1,10,8,3,1,10,8,7,1,2,-1,2,-1,West,Stop,West,Stop,7.5,4.5,0.5,West
10,9,1,1,1,1,9,8,3,1,9,8,7,1,2,-1,2,-1,Stop,Stop,East,Stop,7,4.5,0.5,South
9,9,1,1,1,1,9,8,3,1,10,8,7,1,1,-1,2,-1,Stop,Stop,East,Stop,7.25,4.5,0.25,East
9,8,1,1,1,1,1,1,3,1,11,8,7,1,-1,-1,2,-1,Stop,Stop,East,Stop,5.5,2.75,-0.25,East
10,8,1,1,1,1,1,1,3,1,12,8,7,1,-1,-1,2,-1,Stop,Stop,East,Stop,5.75,2.75,-0.25,East
11,8,1,1,1,1,1,1,3,1,13,8,7,1,-1,-1,2,-1,Stop,Stop,South,Stop,6,2.75,-0.25,East
12,8,1,1,1,1,1,1,3,1,13,7,7,1,-1,-1,2,-1,Stop,Stop,Stop,Stop,6,2.5,-0.25,South
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,South,West,West,East,9,9,7,North
13,10,1,1,1,1,5,5,4,12,12,6,13,12,13,11,5,3,East,South,South,Stop,8.5,8.75,8,East
13,11,1,1,1,1,6,5,4,11,12,5,14,12,13,9,7,1,South,West,South,Stop,9,8.25,7.5,West
14,11,1,1,1,1,6,4,3,11,12,5,7,1,15,11,8,-1,South,West,South,Stop,7,5.25,8.25,West
13,11,1,1,1,1,6,4,2,11,12,5,7,1,14,11,7,-1,East,North,East,Stop,6.75,5.25,7.75,West
12,11,1,1,1,1,7,4,2,12,13,5,7,1,12,11,7,-1,West,East,East,Stop,7.25,5.5,7.25,West
11,11,1,1,1,1,6,4,3,12,14,5,7,1,12,9,9,-1,East,East,North,Stop,7.5,5.5,7.25,West
10,11,1,1,1,1,7,4,4,12,14,6,7,1,10,7,9,-1,West,East,West,Stop,8,5.75,6.25,West
9,11,1,1,1,1,6,4,5,12,13,6,7,1,10,5,9,-1,West,East,North,Stop,7.75,5.75,5.75,West
8,11,1,1,1,1,6,4,6,12,13,7,7,1,9,3,9,-1,South,East,South,Stop,8,6,5,West
7,11,1,1,1,1,6,3,6,12,13,6,7,1,9,2,11,-1,North,North,East,Stop,8,5.5,5.25,North
6,11,1,1,1,1,6,4,6,13,14,6,7,1,7,2,13,-1,South,East,East,Stop,8.25,6,5.25,East
6,12,1,1,1,1,6,3,7,13,14,6,7,1,9,2,14,-1,North,West,South,Stop,8.5,5.75,6,West
7,12,1,1,1,1,6,4,6,13,14,5,7,1,9,2,14,-1,North,Stop,North,Stop,8.25,5.75,6,South
6,12,1,1,1,1,6,4,3,1,14,6,7,1,8,-1,14,-1,North,Stop,North,Stop,7.5,3,5,South
6,11,1,1,1,1,6,4,3,1,14,6,7,1,7,-1,13,-1,East,Stop,West,Stop,7.5,3,4.5,East
6,10,1,1,1,0,7,4,3,1,13,6,7,1,7,-1,11,-1,East,Stop,West,Stop,7.5,3,4,South
7,10,1,1,1,1,7,4,3,1,13,6,7,1,6,-1,10,-1,North,Stop,West,Stop,7.5,3,3.5,South
7,9,1,1,1,1,7,5,3,1,12,6,7,1,4,-1,8,-1,North,Stop,East,Stop,7.25,3.25,2.5,South
7,8,1,1,1,1,7,6,3,1,13,6,7,1,2,-1,8,-1,Stop,Stop,East,Stop,7.5,3.5,2,South
7,7,1,1,1,1,7,6,3,1,13,6,7,1,1,-1,7,-1,Stop,Stop,East,Stop,7.5,3.5,1.5,East
7,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,6,-1,Stop,Stop,East,Stop,6,2.25,0.75,East
8,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,5,-1,Stop,Stop,East,Stop,6,2.25,0.5,East
9,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,4,-1,Stop,Stop,North,Stop,6,2.25,0.25,East
10,6,1,1,1,1,1,1,3,1,13,7,7,1,-1,-1,4,-1,Stop,Stop,West,Stop,6,2.5,0.25,East
11,6,1,1,1,1,1,1,3,1,12,7,7,1,-1,-1,2,-1,Stop,Stop,East,Stop,5.75,2.5,-0.25,East
12,6,1,1,1,1,1,1,3,1,13,7,7,1,-1,-1,2,-1,Stop,Stop,East,Stop,6,2.5,-0.25,East
13,6,1,1,1,1,1,1,3,1,14,7,7,1,-1,-1,2,-1,Stop,Stop,North,Stop,6.25,2.5,-0.25,North
14,6,1,1,1,1,1,1,3,1,14,8,7,1,-1,-1,2,-1,Stop,Stop,East,Stop,6.25,2.75,-0.25,East
14,7,1,1,1,1,1,1,3,1,15,8,7,1,-1,-1,2,-1,Stop,Stop,Stop,Stop,6.5,2.75,-0.25,North
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,North,Stop,East,North,9,9,7,North
13,10,1,1,1,1,5,7,5,12,14,6,13,12,11,10,5,3,East,North,South,North,9.25,9.25,7.25,North
13,11,1,1,1,1,6,7,5,13,14,5,13,13,11,10,7,3,North,South,North,North,9.5,9.5,7.75,North
13,12,1,1,1,1,6,8,5,12,14,6,13,14,11,8,7,2,South,West,West,Stop,9.5,10,7,West
13,13,1,1,1,1,6,7,4,12,13,6,13,14,13,10,7,-1,West,East,North,Stop,9,9.75,7.25,West
12,13,1,1,1,1,5,7,5,12,13,7,7,1,13,8,7,-1,West,South,North,Stop,7.5,6.75,6.75,West
11,13,1,1,1,1,4,7,5,11,13,7,7,1,13,8,8,-1,West,North,South,Stop,7.25,6.5,7,West
10,13,1,1,1,1,4,7,5,12,13,6,7,1,12,6,10,-1,South,North,North,Stop,7.25,6.5,6.75,West
9,13,1,1,1,1,4,6,5,13,13,7,7,1,12,4,10,-1,West,West,South,Stop,7.25,6.75,6.25,West
8,13,1,1,1,1,3,6,4,13,13,6,7,1,12,4,12,-1,East,South,North,Stop,6.75,6.5,6.75,West
7,13,1,1,1,1,4,6,4,12,13,7,7,1,10,4,12,-1,East,South,East,Stop,7,6.5,6.25,West
6,13,1,1,1,1,5,6,4,11,14,7,7,1,8,4,14,-1,East,West,South,Stop,7.5,6.25,6.25,West
5,13,1,1,1,1,5,6,3,11,14,6,7,1,7,4,16,-1,West,West,East,Stop,7.25,6,6.5,West
4,13,1,1,1,1,4,6,2,11,15,6,7,1,7,4,18,-1,North,North,West,Stop,7,6,7,West
3,13,1,1,1,1,4,7,2,12,14,6,7,1,7,2,18,-1,North,West,North,Stop,6.75,6.5,6.5,West
2,13,1,1,1,1,4,8,1,12,14,7,7,1,7,2,18,-1,West,Stop,South,Stop,6.5,7,6.5,South
1,13,1,1,1,0,3,8,1,12,14,6,7,1,7,1,20,-1,North,Stop,South,Stop,6.25,6.75,6.75,East
1,12,1,1,1,0,3,9,3,1,14,6,7,1,5,-1,19,-1,West,Stop,West,Stop,6.75,4.25,5.5,South
2,12,1,1,1,1,2,9,3,1,13,6,7,1,3,-1,17,-1,West,Stop,North,Stop,6.25,4.25,4.5,West
2,11,1,0,1,1,1,9,3,1,13,7,7,1,3,-1,15,-1,West,Stop,North,Stop,6,4.5,4,East
1,11,1,0,1,0,1,9,3,1,13,7,7,1,2,-1,16,-1,East,Stop,North,Stop,6,4.5,4,East
2,11,1,0,1,1,2,9,3,1,13,8,7,1,2,-1,14,-1,West,Stop,East,Stop,6.25,4.75,3.5,East
3,11,1,0,1,1,1,9,3,1,14,8,7,1,4,-1,14,-1,West,Stop,East,Stop,6.25,4.75,4,East
4,11,1,0,1,1,1,9,3,1,15,8,7,1,5,-1,14,-1,East,Stop,South,Stop,6.5,4.75,4.25,East
5,11,1,0,1,1,2,9,3,1,15,7,7,1,5,-1,14,-1,West,Stop,South,Stop,6.75,4.5,4.25,South
6,11,1,1,1,1,1,9,3,1,15,6,7,1,7,-1,14,-1,West,Stop,North,Stop,6.5,4.25,4.75,South
6,10,1,1,1,0,1,9,3,1,15,7,7,1,6,-1,12,-1,East,Stop,South,Stop,6.5,4.5,4,West
6,9,1,1,1,1,2,9,3,1,15,6,7,1,4,-1,12,-1,South,Stop,South,Stop,6.75,4.25,3.5,West
