@relation training_tutorial1.arff

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosth1x numeric
@attribute Gosth1y numeric
@attribute Gosth2x numeric
@attribute Gosth2y numeric
@attribute Gosth3x numeric
@attribute Gosth3y numeric
@attribute Gosth4x numeric
@attribute Gosth4y numeric
@attribute DistGosth1 numeric
@attribute DistGosth2 numeric
@attribute DistGosth3 numeric
@attribute DistGosth4 numeric
@attribute GhostDir1 {North,South,East,West,Stop}
@attribute GhostDir2 {North,South,East,West,Stop}
@attribute GhostDir3 {North,South,East,West,Stop}
@attribute GhostDir4 {North,South,East,West,Stop}
@attribute NearestFoodDist numeric
@attribute NumOfFood numeric
@attribute Score numeric
@attribute NextScore numeric
@attribute Direction {North,South,East,West,Stop}

@data
12,8,1,1,1,1,2,6,7,10,12,6,13,13,12,7,2,5,West,North,West,West,7,1,-6,-7,West
12,7,1,1,1,1,2,6,7,10,11,6,12,13,11,8,2,6,North,West,West,South,8,1,-7,-8,West
11,7,1,1,1,1,2,7,6,10,10,6,12,13,9,8,2,6,North,South,Stop,South,9,1,-8,191,West
10,7,1,1,1,1,2,7,6,9,5,1,12,12,8,6,-1,7,North,South,Stop,South,10,1,191,190,West
9,7,1,1,1,1,2,8,6,8,5,1,12,12,8,4,-1,8,West,South,Stop,South,11,1,190,189,West
8,7,1,1,1,1,1,8,6,8,5,1,12,12,8,3,-1,9,East,North,Stop,South,12,1,189,188,West
7,7,1,1,1,1,2,8,6,9,5,1,12,12,6,3,-1,9,East,South,Stop,West,13,1,188,187,West
6,7,1,1,1,1,2,8,6,8,5,1,12,11,5,1,-1,9,East,South,Stop,West,14,1,187,186,West
5,7,1,1,1,1,3,8,6,7,5,1,11,11,3,1,-1,9,Stop,North,Stop,North,15,1,186,185,West
4,7,1,1,1,1,3,7,6,8,5,1,10,11,1,3,-1,11,Stop,North,Stop,North,16,1,185,384,East
3,7,1,1,1,1,1,1,6,9,5,1,10,12,-1,5,-1,13,Stop,North,Stop,East,17,1,384,383,East
4,7,1,1,1,1,1,1,6,9,5,1,10,13,-1,4,-1,13,Stop,North,Stop,East,16,1,383,382,East
5,7,1,1,1,1,1,1,6,10,5,1,11,13,-1,4,-1,12,Stop,North,Stop,South,15,1,382,381,North
6,7,1,1,1,1,1,1,6,11,5,1,11,13,-1,4,-1,10,Stop,North,Stop,North,14,1,381,380,North
6,8,1,1,1,1,1,1,6,12,5,1,11,12,-1,4,-1,10,Stop,North,Stop,South,13,1,380,379,North
6,9,1,1,1,1,1,1,6,13,5,1,11,13,-1,4,-1,8,Stop,North,Stop,South,12,1,379,378,North
6,10,1,1,1,0,1,1,6,14,5,1,11,12,-1,4,-1,6,Stop,North,Stop,South,13,1,378,377,North
6,11,1,1,1,1,1,1,6,14,5,1,11,11,-1,3,-1,5,Stop,Stop,Stop,West,14,1,377,376,North
6,12,1,1,1,1,1,1,6,13,5,1,11,11,-1,1,-1,5,Stop,Stop,Stop,North,15,1,376,575,East
6,13,1,1,1,1,1,1,3,1,5,1,10,11,-1,-1,-1,5,Stop,Stop,Stop,North,16,1,575,574,East
7,13,1,1,1,1,1,1,3,1,5,1,10,12,-1,-1,-1,3,Stop,Stop,Stop,Stop,15,1,574,573,East
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,Stop,West,East,Stop,7,1,0,-1,North
13,10,1,1,1,1,5,6,4,12,14,6,13,12,12,11,5,2,South,West,North,Stop,6,1,-1,-2,North
13,11,1,1,1,1,5,5,3,12,14,7,13,12,14,11,5,1,South,North,North,Stop,7,1,-2,197,West
13,12,1,1,1,1,5,5,3,13,14,8,7,1,15,11,5,-1,West,North,East,Stop,8,1,197,196,West
12,12,1,1,1,1,4,5,3,13,15,8,7,1,15,10,7,-1,East,North,West,Stop,9,1,196,195,West
11,12,1,1,1,1,5,5,3,14,14,8,7,1,13,10,7,-1,South,North,North,Stop,10,1,195,194,West
10,12,1,1,1,1,5,4,3,14,14,9,7,1,13,9,7,-1,East,South,South,Stop,11,1,194,193,West
9,12,1,1,1,1,6,4,3,13,14,8,7,1,11,7,9,-1,East,West,North,Stop,12,1,193,192,West
8,12,1,1,1,1,6,4,2,13,14,9,7,1,10,7,9,-1,West,West,East,Stop,13,1,192,191,West
7,12,1,1,1,1,5,4,1,13,15,9,7,1,10,7,11,-1,West,West,East,Stop,14,1,191,190,West
6,12,1,1,1,1,4,4,1,13,15,9,7,1,10,6,12,-1,East,East,West,Stop,15,1,190,189,West
5,12,1,1,1,1,5,4,2,13,14,9,7,1,8,4,12,-1,East,West,South,Stop,16,1,189,188,West
4,12,1,1,1,1,6,4,1,13,14,8,7,1,10,4,14,-1,North,East,North,Stop,17,1,188,187,West
3,12,1,1,1,1,6,5,2,13,14,9,7,1,10,2,14,-1,North,West,South,Stop,18,1,187,186,West
2,12,1,1,1,1,6,6,1,13,14,8,7,1,10,2,16,-1,East,North,East,Stop,19,1,186,185,North
1,12,1,1,1,0,7,6,1,14,15,8,7,1,12,2,18,-1,East,Stop,East,Stop,20,1,185,384,East
1,13,1,1,1,0,7,6,3,1,15,8,7,1,13,-1,19,-1,East,Stop,East,Stop,21,1,384,383,East
2,13,1,1,1,1,7,6,3,1,16,8,7,1,12,-1,19,-1,East,Stop,West,Stop,20,1,383,382,East
3,13,1,1,1,1,8,6,3,1,15,8,7,1,12,-1,17,-1,East,Stop,West,Stop,19,1,382,381,East
4,13,1,1,1,1,9,6,3,1,15,8,7,1,12,-1,16,-1,East,Stop,West,Stop,18,1,381,380,East
5,13,1,1,1,1,9,6,3,1,15,8,7,1,11,-1,15,-1,East,Stop,North,Stop,17,1,380,379,East
6,13,1,1,1,1,10,6,3,1,15,9,7,1,11,-1,13,-1,East,Stop,North,Stop,16,1,379,378,East
7,13,1,1,1,1,11,6,3,1,15,9,7,1,11,-1,12,-1,East,Stop,West,Stop,15,1,378,377,East
8,13,1,1,1,1,11,6,3,1,14,9,7,1,10,-1,10,-1,South,Stop,North,Stop,14,1,377,376,East
9,13,1,1,1,1,11,5,3,1,14,10,7,1,10,-1,8,-1,East,Stop,North,Stop,13,1,376,375,East
10,13,1,1,1,1,12,5,3,1,14,11,7,1,10,-1,6,-1,North,Stop,North,Stop,12,1,375,374,East
11,13,1,1,1,1,12,6,3,1,14,12,7,1,8,-1,4,-1,East,Stop,East,Stop,11,1,374,373,East
12,13,1,1,1,1,13,6,3,1,15,12,7,1,8,-1,4,-1,East,Stop,North,Stop,10,1,373,372,East
13,13,1,1,1,1,14,6,3,1,15,13,7,1,8,-1,2,-1,West,Stop,North,Stop,9,1,372,371,West
14,13,1,1,1,1,13,6,3,1,15,14,7,1,8,-1,2,-1,East,Stop,South,Stop,8,1,371,370,East
13,13,1,1,1,1,14,6,3,1,15,13,7,1,8,-1,2,-1,East,Stop,East,Stop,9,1,370,369,East
14,13,1,1,1,1,15,6,3,1,16,13,7,1,8,-1,2,-1,East,Stop,East,Stop,8,1,369,368,East
15,13,1,1,1,1,16,6,3,1,17,13,7,1,8,-1,2,-1,East,Stop,Stop,Stop,7,1,368,367,East
16,13,1,1,1,1,17,6,3,1,17,13,7,1,8,-1,1,-1,East,Stop,Stop,Stop,6,1,367,566,East
17,13,1,1,1,1,18,6,3,1,5,1,7,1,8,-1,-1,-1,West,Stop,Stop,Stop,5,1,566,565,West
18,13,1,1,0,1,17,6,3,1,5,1,7,1,8,-1,-1,-1,East,Stop,Stop,Stop,4,1,565,564,East
17,13,1,1,1,1,18,6,3,1,5,1,7,1,8,-1,-1,-1,East,Stop,Stop,Stop,5,1,564,563,South
18,13,1,1,0,1,18,6,3,1,5,1,7,1,7,-1,-1,-1,North,Stop,Stop,Stop,4,1,563,562,South
18,12,1,1,0,1,18,7,3,1,5,1,7,1,5,-1,-1,-1,West,Stop,Stop,Stop,3,1,562,561,West
18,11,1,1,0,1,17,7,3,1,5,1,7,1,5,-1,-1,-1,South,Stop,Stop,Stop,2,1,561,560,South
17,11,1,1,1,1,17,6,3,1,5,1,7,1,5,-1,-1,-1,East,Stop,Stop,Stop,3,1,560,559,East
17,10,1,1,1,1,18,6,3,1,5,1,7,1,5,-1,-1,-1,South,Stop,Stop,Stop,2,1,559,558,South
18,10,1,1,0,1,18,5,3,1,5,1,7,1,5,-1,-1,-1,South,Stop,Stop,Stop,1,1,558,657,South
18,9,1,1,0,1,18,5,3,1,5,1,7,1,4,-1,-1,-1,West,Stop,Stop,Stop,-1,0,657,656,West
18,8,1,1,0,1,17,5,3,1,5,1,7,1,4,-1,-1,-1,North,Stop,Stop,Stop,-1,0,656,655,South
17,8,1,1,1,1,17,6,3,1,5,1,7,1,2,-1,-1,-1,West,Stop,Stop,Stop,-1,0,655,654,West
17,7,1,1,1,1,16,6,3,1,5,1,7,1,2,-1,-1,-1,Stop,Stop,Stop,Stop,-1,0,654,653,South
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,Stop,North,South,North,7,1,0,-1,North
13,10,1,1,1,1,5,6,5,13,13,5,13,12,12,11,5,3,Stop,North,West,North,6,1,-1,-2,North
13,11,1,1,1,1,5,6,5,14,12,5,13,13,13,11,7,3,East,West,West,North,7,1,-2,-3,North
13,12,1,1,1,1,6,6,4,14,11,5,13,14,13,11,9,2,North,East,East,Stop,8,1,-3,196,West
13,13,1,1,1,1,6,7,5,14,12,5,13,14,13,9,9,-1,East,East,East,Stop,9,1,196,195,West
12,13,1,1,1,1,7,7,5,14,12,5,7,1,11,8,8,-1,East,East,North,Stop,10,1,195,194,West
11,13,1,1,1,1,7,7,6,14,12,6,7,1,10,6,8,-1,East,East,North,Stop,11,1,194,193,West
10,13,1,1,1,1,8,7,7,14,12,7,7,1,8,4,8,-1,North,East,West,Stop,12,1,193,192,West
9,13,1,1,1,1,8,8,7,14,11,7,7,1,6,3,8,-1,East,West,East,Stop,13,1,192,191,West
8,13,1,1,1,1,9,8,6,14,12,7,7,1,6,3,10,-1,East,Stop,East,Stop,14,1,191,190,North
7,13,1,1,1,1,10,8,7,14,13,7,7,1,8,1,12,-1,East,Stop,West,Stop,15,1,190,389,East
7,14,0,1,1,1,11,8,3,1,12,7,7,1,10,-1,12,-1,West,Stop,West,Stop,16,1,389,388,East
8,14,0,1,1,1,10,8,3,1,12,7,7,1,8,-1,11,-1,South,Stop,North,Stop,15,1,388,387,East
9,14,0,1,1,1,10,7,3,1,12,8,7,1,8,-1,9,-1,West,Stop,North,Stop,14,1,387,386,West
10,14,0,1,1,1,9,7,3,1,12,9,7,1,8,-1,7,-1,East,Stop,East,Stop,13,1,386,385,East
9,14,0,1,1,1,10,7,3,1,13,9,7,1,8,-1,9,-1,South,Stop,West,Stop,14,1,385,384,South
10,14,0,1,1,1,10,6,3,1,12,9,7,1,8,-1,7,-1,North,Stop,North,Stop,13,1,384,383,South
10,13,1,1,1,1,10,7,3,1,12,10,7,1,6,-1,5,-1,East,Stop,North,Stop,12,1,383,382,East
10,12,1,1,1,1,11,7,3,1,12,11,7,1,6,-1,3,-1,North,Stop,South,Stop,11,1,382,381,South
11,12,1,1,1,1,11,8,3,1,12,10,7,1,4,-1,3,-1,West,Stop,South,Stop,10,1,381,380,West
11,11,1,1,1,1,10,8,3,1,12,10,7,1,4,-1,2,-1,East,Stop,West,Stop,9,1,380,379,East
10,11,1,1,1,1,11,8,3,1,11,10,7,1,4,-1,2,-1,East,Stop,South,Stop,10,1,379,378,East
11,11,1,1,1,1,12,8,3,1,11,9,7,1,4,-1,2,-1,East,Stop,South,Stop,9,1,378,377,South
12,11,1,1,1,1,12,8,3,1,11,8,7,1,3,-1,4,-1,West,Stop,West,Stop,8,1,377,376,West
12,10,1,1,1,1,11,8,3,1,10,8,7,1,3,-1,4,-1,West,Stop,West,Stop,7,1,376,375,South
11,10,1,1,1,1,11,8,3,1,9,8,7,1,2,-1,4,-1,West,Stop,East,Stop,8,1,375,374,West
11,9,1,1,1,1,10,8,3,1,10,8,7,1,2,-1,2,-1,West,Stop,West,Stop,7,1,374,373,West
10,9,1,1,1,1,9,8,3,1,9,8,7,1,2,-1,2,-1,Stop,Stop,East,Stop,8,1,373,372,South
9,9,1,1,1,1,9,8,3,1,10,8,7,1,1,-1,2,-1,Stop,Stop,East,Stop,9,1,372,571,East
9,8,1,1,1,1,1,1,3,1,11,8,7,1,-1,-1,2,-1,Stop,Stop,East,Stop,10,1,571,570,East
10,8,1,1,1,1,1,1,3,1,12,8,7,1,-1,-1,2,-1,Stop,Stop,East,Stop,9,1,570,569,East
11,8,1,1,1,1,1,1,3,1,13,8,7,1,-1,-1,2,-1,Stop,Stop,South,Stop,8,1,569,568,East
12,8,1,1,1,1,1,1,3,1,13,7,7,1,-1,-1,2,-1,Stop,Stop,Stop,Stop,7,1,568,567,South
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,South,West,West,East,7,1,0,-1,North
13,10,1,1,1,1,5,5,4,12,12,6,13,12,13,11,5,3,East,South,South,Stop,6,1,-1,-2,East
13,11,1,1,1,1,6,5,4,11,12,5,14,12,13,9,7,1,South,West,South,Stop,7,1,-2,197,West
14,11,1,1,1,1,6,4,3,11,12,5,7,1,15,11,8,-1,South,West,South,Stop,6,1,197,196,West
13,11,1,1,1,1,6,4,2,11,12,5,7,1,14,11,7,-1,East,North,East,Stop,7,1,196,195,West
12,11,1,1,1,1,7,4,2,12,13,5,7,1,12,11,7,-1,West,East,East,Stop,8,1,195,194,West
11,11,1,1,1,1,6,4,3,12,14,5,7,1,12,9,9,-1,East,East,North,Stop,9,1,194,193,West
10,11,1,1,1,1,7,4,4,12,14,6,7,1,10,7,9,-1,West,East,West,Stop,10,1,193,192,West
9,11,1,1,1,1,6,4,5,12,13,6,7,1,10,5,9,-1,West,East,North,Stop,11,1,192,191,West
8,11,1,1,1,1,6,4,6,12,13,7,7,1,9,3,9,-1,South,East,South,Stop,12,1,191,190,West
7,11,1,1,1,1,6,3,6,12,13,6,7,1,9,2,11,-1,North,North,East,Stop,13,1,190,189,North
6,11,1,1,1,1,6,4,6,13,14,6,7,1,7,2,13,-1,South,East,East,Stop,14,1,189,188,East
6,12,1,1,1,1,6,3,7,13,14,6,7,1,9,2,14,-1,North,West,South,Stop,15,1,188,187,West
7,12,1,1,1,1,6,4,6,13,14,5,7,1,9,2,14,-1,North,Stop,North,Stop,14,1,187,386,South
6,12,1,1,1,1,6,4,3,1,14,6,7,1,8,-1,14,-1,North,Stop,North,Stop,15,1,386,385,South
6,11,1,1,1,1,6,4,3,1,14,6,7,1,7,-1,13,-1,East,Stop,West,Stop,14,1,385,384,East
6,10,1,1,1,0,7,4,3,1,13,6,7,1,7,-1,11,-1,East,Stop,West,Stop,13,1,384,383,South
7,10,1,1,1,1,7,4,3,1,13,6,7,1,6,-1,10,-1,North,Stop,West,Stop,12,1,383,382,South
7,9,1,1,1,1,7,5,3,1,12,6,7,1,4,-1,8,-1,North,Stop,East,Stop,11,1,382,381,South
7,8,1,1,1,1,7,6,3,1,13,6,7,1,2,-1,8,-1,Stop,Stop,East,Stop,12,1,381,380,South
7,7,1,1,1,1,7,6,3,1,13,6,7,1,1,-1,7,-1,Stop,Stop,East,Stop,13,1,380,579,East
7,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,6,-1,Stop,Stop,East,Stop,14,1,579,578,East
8,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,5,-1,Stop,Stop,East,Stop,13,1,578,577,East
9,6,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,4,-1,Stop,Stop,North,Stop,12,1,577,576,East
10,6,1,1,1,1,1,1,3,1,13,7,7,1,-1,-1,4,-1,Stop,Stop,West,Stop,11,1,576,575,East
11,6,1,1,1,1,1,1,3,1,12,7,7,1,-1,-1,2,-1,Stop,Stop,East,Stop,10,1,575,574,East
12,6,1,1,1,1,1,1,3,1,13,7,7,1,-1,-1,2,-1,Stop,Stop,East,Stop,9,1,574,573,East
13,6,1,1,1,1,1,1,3,1,14,7,7,1,-1,-1,2,-1,Stop,Stop,North,Stop,8,1,573,572,North
14,6,1,1,1,1,1,1,3,1,14,8,7,1,-1,-1,2,-1,Stop,Stop,East,Stop,7,1,572,571,East
14,7,1,1,1,1,1,1,3,1,15,8,7,1,-1,-1,2,-1,Stop,Stop,Stop,Stop,6,1,571,570,North
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,North,Stop,East,North,7,1,0,-1,North
13,10,1,1,1,1,5,7,5,12,14,6,13,12,11,10,5,3,East,North,South,North,6,1,-1,-2,North
13,11,1,1,1,1,6,7,5,13,14,5,13,13,11,10,7,3,North,South,North,North,7,1,-2,-3,North
13,12,1,1,1,1,6,8,5,12,14,6,13,14,11,8,7,2,South,West,West,Stop,8,1,-3,196,West
13,13,1,1,1,1,6,7,4,12,13,6,13,14,13,10,7,-1,West,East,North,Stop,9,1,196,195,West
12,13,1,1,1,1,5,7,5,12,13,7,7,1,13,8,7,-1,West,South,North,Stop,10,1,195,194,West
11,13,1,1,1,1,4,7,5,11,13,7,7,1,13,8,8,-1,West,North,South,Stop,11,1,194,193,West
10,13,1,1,1,1,4,7,5,12,13,6,7,1,12,6,10,-1,South,North,North,Stop,12,1,193,192,West
9,13,1,1,1,1,4,6,5,13,13,7,7,1,12,4,10,-1,West,West,South,Stop,13,1,192,191,West
8,13,1,1,1,1,3,6,4,13,13,6,7,1,12,4,12,-1,East,South,North,Stop,14,1,191,190,West
7,13,1,1,1,1,4,6,4,12,13,7,7,1,10,4,12,-1,East,South,East,Stop,15,1,190,189,West
6,13,1,1,1,1,5,6,4,11,14,7,7,1,8,4,14,-1,East,West,South,Stop,16,1,189,188,West
5,13,1,1,1,1,5,6,3,11,14,6,7,1,7,4,16,-1,West,West,East,Stop,17,1,188,187,West
4,13,1,1,1,1,4,6,2,11,15,6,7,1,7,4,18,-1,North,North,West,Stop,18,1,187,186,West
3,13,1,1,1,1,4,7,2,12,14,6,7,1,7,2,18,-1,North,West,North,Stop,19,1,186,185,West
2,13,1,1,1,1,4,8,1,12,14,7,7,1,7,2,18,-1,West,Stop,South,Stop,20,1,185,184,South
1,13,1,1,1,0,3,8,1,12,14,6,7,1,7,1,20,-1,North,Stop,South,Stop,21,1,184,383,East
1,12,1,1,1,0,3,9,3,1,14,6,7,1,5,-1,19,-1,West,Stop,West,Stop,20,1,383,382,South
2,12,1,1,1,1,2,9,3,1,13,6,7,1,3,-1,17,-1,West,Stop,North,Stop,19,1,382,381,West
2,11,1,0,1,1,1,9,3,1,13,7,7,1,3,-1,15,-1,West,Stop,North,Stop,18,1,381,380,East
1,11,1,0,1,0,1,9,3,1,13,7,7,1,2,-1,16,-1,East,Stop,North,Stop,19,1,380,379,East
2,11,1,0,1,1,2,9,3,1,13,8,7,1,2,-1,14,-1,West,Stop,East,Stop,18,1,379,378,East
3,11,1,0,1,1,1,9,3,1,14,8,7,1,4,-1,14,-1,West,Stop,East,Stop,17,1,378,377,East
4,11,1,0,1,1,1,9,3,1,15,8,7,1,5,-1,14,-1,East,Stop,South,Stop,16,1,377,376,East
5,11,1,0,1,1,2,9,3,1,15,7,7,1,5,-1,14,-1,West,Stop,South,Stop,15,1,376,375,South
6,11,1,1,1,1,1,9,3,1,15,6,7,1,7,-1,14,-1,West,Stop,North,Stop,14,1,375,374,South
6,10,1,1,1,0,1,9,3,1,15,7,7,1,6,-1,12,-1,East,Stop,South,Stop,13,1,374,373,West
6,9,1,1,1,1,2,9,3,1,15,6,7,1,4,-1,12,-1,South,Stop,South,Stop,12,1,373,372,West
5,9,0,1,1,1,2,8,3,1,15,5,7,1,4,-1,14,-1,North,Stop,West,Stop,13,1,372,371,West
4,9,0,1,1,1,2,9,3,1,14,5,7,1,2,-1,14,-1,Stop,Stop,North,Stop,14,1,371,570,East
3,9,0,1,1,1,1,1,3,1,14,6,7,1,-1,-1,14,-1,Stop,Stop,South,Stop,15,1,570,569,East
4,9,0,1,1,1,1,1,3,1,14,5,7,1,-1,-1,14,-1,Stop,Stop,South,Stop,14,1,569,568,East
5,9,0,1,1,1,1,1,3,1,14,5,7,1,-1,-1,13,-1,Stop,Stop,North,Stop,13,1,568,567,East
6,9,1,1,1,1,1,1,3,1,14,6,7,1,-1,-1,11,-1,Stop,Stop,North,Stop,12,1,567,566,East
7,9,1,1,1,1,1,1,3,1,14,6,7,1,-1,-1,10,-1,Stop,Stop,West,Stop,11,1,566,565,East
8,9,1,1,1,1,1,1,3,1,13,6,7,1,-1,-1,8,-1,Stop,Stop,West,Stop,10,1,565,564,East
9,9,1,1,1,1,1,1,3,1,12,6,7,1,-1,-1,6,-1,Stop,Stop,South,Stop,9,1,564,563,East
10,9,1,1,1,1,1,1,3,1,12,5,7,1,-1,-1,6,-1,Stop,Stop,West,Stop,8,1,563,562,South
11,9,1,1,1,1,1,1,3,1,11,5,7,1,-1,-1,4,-1,Stop,Stop,North,Stop,7,1,562,561,South
11,8,1,1,1,1,1,1,3,1,11,6,7,1,-1,-1,2,-1,Stop,Stop,East,Stop,8,1,561,560,East
11,7,1,1,1,1,1,1,3,1,12,6,7,1,-1,-1,2,-1,Stop,Stop,West,Stop,9,1,560,559,West
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,Stop,Stop,Stop,Stop,7,1,0,-1,South
