@relation training_keyboard.arff

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosth1x numeric
@attribute Gosth1y numeric
@attribute Gosth2x numeric
@attribute Gosth2y numeric
@attribute Gosth3x numeric
@attribute Gosth3y numeric
@attribute Gosth4x numeric
@attribute Gosth4y numeric
@attribute DistGosth1 numeric
@attribute DistGosth2 numeric
@attribute DistGosth3 numeric
@attribute DistGosth4 numeric
@attribute GhostDir1 {North,South,East,West,Stop}
@attribute GhostDir2 {North,South,East,West,Stop}
@attribute GhostDir3 {North,South,East,West,Stop}
@attribute GhostDir4 {North,South,East,West,Stop}
@attribute NearestFoodDist numeric
@attribute NumOfFood numeric
@attribute Score numeric
@attribute NextScore numeric
@attribute Direction {North,South,East,West,Stop}

@data
17,6,1,1,1,1,5,6,5,12,13,6,7,1,12,18,4,-1,Stop,Stop,Stop,Stop,-1,0,280,279,West
17,5,1,1,1,1,5,6,5,12,13,6,7,1,13,19,5,-1,Stop,Stop,Stop,Stop,-1,0,279,278,North
16,5,1,1,1,1,5,6,5,12,13,6,7,1,12,18,4,-1,Stop,Stop,Stop,Stop,-1,0,278,277,West
16,6,1,1,1,1,5,6,5,12,13,6,7,1,11,17,3,-1,Stop,Stop,Stop,Stop,-1,0,277,276,South
15,6,1,1,1,1,5,6,5,12,13,6,7,1,10,16,2,-1,Stop,Stop,Stop,Stop,-1,0,276,275,South
15,5,1,1,1,1,5,6,5,12,13,6,7,1,11,17,3,-1,Stop,Stop,Stop,Stop,-1,0,275,274,South
15,4,1,1,1,1,5,6,5,12,13,6,7,1,12,18,4,-1,Stop,Stop,Stop,Stop,-1,0,274,273,North
15,3,1,0,1,1,5,6,5,12,13,6,7,1,13,19,5,-1,Stop,Stop,Stop,Stop,-1,0,273,272,North
15,4,1,1,1,1,5,6,5,12,13,6,7,1,12,18,4,-1,Stop,Stop,Stop,Stop,-1,0,272,271,North
15,5,1,1,1,1,5,6,5,12,13,6,7,1,11,17,3,-1,Stop,Stop,Stop,Stop,-1,0,271,270,West
15,6,1,1,1,1,5,6,5,12,13,6,7,1,10,16,2,-1,Stop,Stop,Stop,Stop,-1,0,270,269,North
14,6,1,1,1,1,5,6,5,12,13,6,7,1,9,15,1,-1,Stop,Stop,Stop,Stop,-1,0,269,268,South
14,7,1,1,1,1,5,6,5,12,13,6,7,1,10,14,2,-1,Stop,Stop,Stop,Stop,-1,0,268,267,South
14,6,1,1,1,1,5,6,5,12,13,6,7,1,9,15,1,-1,Stop,Stop,Stop,Stop,-1,0,267,266,West
14,5,1,1,1,1,5,6,5,12,13,6,7,1,10,16,2,-1,Stop,Stop,Stop,Stop,-1,0,266,265,West
13,5,1,1,1,1,5,6,5,12,13,6,7,1,9,15,1,-1,Stop,Stop,Stop,Stop,-1,0,265,264,North
12,5,1,1,1,1,5,6,5,12,13,6,7,1,8,14,2,-1,Stop,Stop,Stop,Stop,-1,0,264,263,East
12,6,1,1,1,1,5,6,5,12,13,6,7,1,7,13,1,-1,Stop,Stop,Stop,Stop,-1,0,263,462,South
13,6,1,1,1,1,5,6,5,12,5,1,7,1,8,14,-1,-1,Stop,Stop,Stop,Stop,-1,0,462,461,South
13,5,1,1,1,1,5,6,5,12,5,1,7,1,9,15,-1,-1,Stop,Stop,Stop,Stop,-1,0,461,460,North
13,4,1,1,1,1,5,6,5,12,5,1,7,1,10,16,-1,-1,Stop,Stop,Stop,Stop,-1,0,460,459,North
13,5,1,1,1,1,5,6,5,12,5,1,7,1,9,15,-1,-1,Stop,Stop,Stop,Stop,-1,0,459,458,South
13,6,1,1,1,1,5,6,5,12,5,1,7,1,8,14,-1,-1,Stop,Stop,Stop,Stop,-1,0,458,457,South
13,5,1,1,1,1,5,6,5,12,5,1,7,1,9,15,-1,-1,Stop,Stop,Stop,Stop,-1,0,457,456,North
13,4,1,1,1,1,5,6,5,12,5,1,7,1,10,16,-1,-1,Stop,Stop,Stop,Stop,-1,0,456,455,West
13,5,1,1,1,1,5,6,5,12,5,1,7,1,9,15,-1,-1,Stop,Stop,Stop,Stop,-1,0,455,454,West
12,5,1,1,1,1,5,6,5,12,5,1,7,1,8,14,-1,-1,Stop,Stop,Stop,Stop,-1,0,454,453,East
11,5,1,1,1,1,5,6,5,12,5,1,7,1,7,13,-1,-1,Stop,Stop,Stop,Stop,-1,0,453,452,East
12,5,1,1,1,1,5,6,5,12,5,1,7,1,8,14,-1,-1,Stop,Stop,Stop,Stop,-1,0,452,451,West
13,5,1,1,1,1,5,6,5,12,5,1,7,1,9,15,-1,-1,Stop,Stop,Stop,Stop,-1,0,451,450,West
12,5,1,1,1,1,5,6,5,12,5,1,7,1,8,14,-1,-1,Stop,Stop,Stop,Stop,-1,0,450,449,East
11,5,1,1,1,1,5,6,5,12,5,1,7,1,7,13,-1,-1,Stop,Stop,Stop,Stop,-1,0,449,448,East
12,5,1,1,1,1,5,6,5,12,5,1,7,1,8,14,-1,-1,Stop,Stop,Stop,Stop,-1,0,448,447,West
13,5,1,1,1,1,5,6,5,12,5,1,7,1,9,15,-1,-1,Stop,Stop,Stop,Stop,-1,0,447,446,West
12,5,1,1,1,1,5,6,5,12,5,1,7,1,8,14,-1,-1,Stop,Stop,Stop,Stop,-1,0,446,445,West
11,5,1,1,1,1,5,6,5,12,5,1,7,1,7,13,-1,-1,Stop,Stop,Stop,Stop,-1,0,445,444,West
10,5,1,1,1,1,5,6,5,12,5,1,7,1,6,12,-1,-1,Stop,Stop,Stop,Stop,-1,0,444,443,West
9,5,1,1,1,1,5,6,5,12,5,1,7,1,5,11,-1,-1,Stop,Stop,Stop,Stop,-1,0,443,442,North
8,5,1,1,1,1,5,6,5,12,5,1,7,1,4,10,-1,-1,Stop,Stop,Stop,Stop,-1,0,442,441,East
8,6,1,1,1,1,5,6,5,12,5,1,7,1,3,9,-1,-1,Stop,Stop,Stop,Stop,-1,0,441,440,South
9,6,1,1,1,1,5,6,5,12,5,1,7,1,4,10,-1,-1,Stop,Stop,Stop,Stop,-1,0,440,439,West
9,5,1,1,1,1,5,6,5,12,5,1,7,1,5,11,-1,-1,Stop,Stop,Stop,Stop,-1,0,439,438,West
8,5,1,1,1,1,5,6,5,12,5,1,7,1,4,10,-1,-1,Stop,Stop,Stop,Stop,-1,0,438,437,West
7,5,1,1,1,1,5,6,5,12,5,1,7,1,3,9,-1,-1,Stop,Stop,Stop,Stop,-1,0,437,436,South
6,5,1,1,1,1,5,6,5,12,5,1,7,1,2,8,-1,-1,Stop,Stop,Stop,Stop,-1,0,436,435,West
6,4,1,1,1,1,5,6,5,12,5,1,7,1,3,9,-1,-1,Stop,Stop,Stop,Stop,-1,0,435,434,West
5,4,1,1,1,1,5,6,5,12,5,1,7,1,2,8,-1,-1,Stop,Stop,Stop,Stop,-1,0,434,433,North
4,4,1,1,1,1,5,6,5,12,5,1,7,1,3,9,-1,-1,Stop,Stop,Stop,Stop,-1,0,433,432,East
4,5,1,1,1,1,5,6,5,12,5,1,7,1,2,8,-1,-1,Stop,Stop,Stop,Stop,-1,0,432,431,East
5,5,1,1,1,1,5,6,5,12,5,1,7,1,1,7,-1,-1,Stop,Stop,Stop,Stop,-1,0,431,430,North
6,5,1,1,1,1,5,6,5,12,5,1,7,1,2,8,-1,-1,Stop,Stop,Stop,Stop,-1,0,430,429,West
6,6,1,1,1,1,5,6,5,12,5,1,7,1,1,7,-1,-1,Stop,Stop,Stop,Stop,-1,0,429,628,West
5,6,1,1,1,1,1,1,5,12,5,1,7,1,-1,6,-1,-1,Stop,Stop,Stop,Stop,-1,0,628,627,South
4,6,1,1,1,1,1,1,5,12,5,1,7,1,-1,7,-1,-1,Stop,Stop,Stop,Stop,-1,0,627,626,South
4,5,1,1,1,1,1,1,5,12,5,1,7,1,-1,8,-1,-1,Stop,Stop,Stop,Stop,-1,0,626,625,South
4,4,1,1,1,1,1,1,5,12,5,1,7,1,-1,9,-1,-1,Stop,Stop,Stop,Stop,-1,0,625,624,West
4,3,1,0,1,1,1,1,5,12,5,1,7,1,-1,10,-1,-1,Stop,Stop,Stop,Stop,-1,0,624,623,West
3,3,1,0,1,1,1,1,5,12,5,1,7,1,-1,11,-1,-1,Stop,Stop,Stop,Stop,-1,0,623,622,West
2,3,1,0,1,1,1,1,5,12,5,1,7,1,-1,12,-1,-1,Stop,Stop,Stop,Stop,-1,0,622,621,North
1,3,1,0,1,0,1,1,5,12,5,1,7,1,-1,13,-1,-1,Stop,Stop,Stop,Stop,-1,0,621,620,North
1,4,1,1,1,0,1,1,5,12,5,1,7,1,-1,12,-1,-1,Stop,Stop,Stop,Stop,-1,0,620,619,North
1,5,1,1,1,0,1,1,5,12,5,1,7,1,-1,11,-1,-1,Stop,Stop,Stop,Stop,-1,0,619,618,North
1,6,1,1,1,0,1,1,5,12,5,1,7,1,-1,10,-1,-1,Stop,Stop,Stop,Stop,-1,0,618,617,North
1,7,1,1,1,0,1,1,5,12,5,1,7,1,-1,9,-1,-1,Stop,Stop,Stop,Stop,-1,0,617,616,North
1,8,1,1,1,0,1,1,5,12,5,1,7,1,-1,8,-1,-1,Stop,Stop,Stop,Stop,-1,0,616,615,East
1,9,0,1,1,0,1,1,5,12,5,1,7,1,-1,7,-1,-1,Stop,Stop,Stop,Stop,-1,0,615,614,East
2,9,0,1,1,1,1,1,5,12,5,1,7,1,-1,6,-1,-1,Stop,Stop,Stop,Stop,-1,0,614,613,East
3,9,0,1,1,1,1,1,5,12,5,1,7,1,-1,5,-1,-1,Stop,Stop,Stop,Stop,-1,0,613,612,East
4,9,0,1,1,1,1,1,5,12,5,1,7,1,-1,4,-1,-1,Stop,Stop,Stop,Stop,-1,0,612,611,East
5,9,0,1,1,1,1,1,5,12,5,1,7,1,-1,3,-1,-1,Stop,Stop,Stop,Stop,-1,0,611,610,East
6,9,1,1,1,1,1,1,5,12,5,1,7,1,-1,4,-1,-1,Stop,Stop,Stop,Stop,-1,0,610,609,North
7,9,1,1,1,1,1,1,5,12,5,1,7,1,-1,5,-1,-1,Stop,Stop,Stop,Stop,-1,0,609,608,North
7,10,1,1,1,1,1,1,5,12,5,1,7,1,-1,4,-1,-1,Stop,Stop,Stop,Stop,-1,0,608,607,West
7,11,1,1,1,1,1,1,5,12,5,1,7,1,-1,3,-1,-1,Stop,Stop,Stop,Stop,-1,0,607,606,West
6,11,1,1,1,1,1,1,5,12,5,1,7,1,-1,2,-1,-1,Stop,Stop,Stop,Stop,-1,0,606,605,West
5,11,1,0,1,1,1,1,5,12,5,1,7,1,-1,1,-1,-1,Stop,Stop,Stop,Stop,-1,0,605,604,West
4,11,1,0,1,1,1,1,5,12,5,1,7,1,-1,2,-1,-1,Stop,Stop,Stop,Stop,-1,0,604,603,West
3,11,1,0,1,1,1,1,5,12,5,1,7,1,-1,3,-1,-1,Stop,Stop,Stop,Stop,-1,0,603,602,West
2,11,1,0,1,1,1,1,5,12,5,1,7,1,-1,4,-1,-1,Stop,Stop,Stop,Stop,-1,0,602,601,Stop
1,11,1,0,1,0,1,1,5,12,5,1,7,1,-1,5,-1,-1,Stop,Stop,Stop,Stop,-1,0,601,600,North
1,11,1,0,1,0,1,1,5,12,5,1,7,1,-1,5,-1,-1,Stop,Stop,Stop,Stop,-1,0,600,599,North
1,12,1,1,1,0,1,1,5,12,5,1,7,1,-1,4,-1,-1,Stop,Stop,Stop,Stop,-1,0,599,598,East
1,13,1,1,1,0,1,1,5,12,5,1,7,1,-1,5,-1,-1,Stop,Stop,Stop,Stop,-1,0,598,597,East
2,13,1,1,1,1,1,1,5,12,5,1,7,1,-1,4,-1,-1,Stop,Stop,Stop,Stop,-1,0,597,596,East
3,13,1,1,1,1,1,1,5,12,5,1,7,1,-1,3,-1,-1,Stop,Stop,Stop,Stop,-1,0,596,595,South
4,13,1,1,1,1,1,1,5,12,5,1,7,1,-1,2,-1,-1,Stop,Stop,Stop,Stop,-1,0,595,594,East
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,Stop,Stop,Stop,Stop,7,1,0,-1,Stop
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,Stop,Stop,Stop,Stop,7,1,-1,-2,East
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,Stop,Stop,Stop,Stop,7,1,-2,-3,North
13,10,1,1,1,1,5,6,5,12,13,6,13,12,12,10,4,2,Stop,Stop,Stop,Stop,6,1,-3,-4,North
13,11,1,1,1,1,5,6,5,12,13,6,13,12,13,9,5,1,Stop,Stop,Stop,Stop,7,1,-4,195,West
13,12,1,1,1,1,5,6,5,12,13,6,7,1,14,8,6,-1,Stop,Stop,Stop,Stop,8,1,195,194,West
12,12,1,1,1,1,5,6,5,12,13,6,7,1,13,7,7,-1,Stop,Stop,Stop,Stop,9,1,194,193,West
11,12,1,1,1,1,5,6,5,12,13,6,7,1,12,6,8,-1,Stop,Stop,Stop,Stop,10,1,193,192,South
10,12,1,1,1,1,5,6,5,12,13,6,7,1,11,5,9,-1,Stop,Stop,Stop,Stop,11,1,192,191,South
10,11,1,1,1,1,5,6,5,12,13,6,7,1,10,6,8,-1,Stop,Stop,Stop,Stop,10,1,191,190,East
10,10,1,1,1,1,5,6,5,12,13,6,7,1,9,7,7,-1,Stop,Stop,Stop,Stop,9,1,190,189,East
11,10,1,1,1,1,5,6,5,12,13,6,7,1,10,8,6,-1,Stop,Stop,Stop,Stop,8,1,189,188,East
12,10,1,1,1,1,5,6,5,12,13,6,7,1,11,9,5,-1,Stop,Stop,Stop,Stop,7,1,188,187,South
13,10,1,1,1,1,5,6,5,12,13,6,7,1,12,10,4,-1,Stop,Stop,Stop,Stop,6,1,187,186,East
13,9,1,1,1,1,5,6,5,12,13,6,7,1,11,11,3,-1,Stop,Stop,Stop,Stop,5,1,186,185,East
14,9,1,1,1,1,5,6,5,12,13,6,7,1,12,12,4,-1,Stop,Stop,Stop,Stop,4,1,185,184,East
15,9,1,1,1,1,5,6,5,12,13,6,7,1,13,13,5,-1,Stop,Stop,Stop,Stop,3,1,184,183,East
16,9,1,1,1,1,5,6,5,12,13,6,7,1,14,14,6,-1,Stop,Stop,Stop,Stop,2,1,183,182,East
17,9,1,1,1,1,5,6,5,12,13,6,7,1,15,15,7,-1,Stop,Stop,Stop,Stop,1,1,182,281,North
18,9,1,1,0,1,5,6,5,12,13,6,7,1,16,16,8,-1,Stop,Stop,Stop,Stop,-1,0,281,280,North
18,10,1,1,0,1,5,6,5,12,13,6,7,1,17,15,9,-1,Stop,Stop,Stop,Stop,-1,0,280,279,North
18,11,1,1,0,1,5,6,5,12,13,6,7,1,18,14,10,-1,Stop,Stop,Stop,Stop,-1,0,279,278,North
18,12,1,1,0,1,5,6,5,12,13,6,7,1,19,13,11,-1,Stop,Stop,Stop,Stop,-1,0,278,277,North
18,13,1,1,0,1,5,6,5,12,13,6,7,1,20,14,12,-1,Stop,Stop,Stop,Stop,-1,0,277,276,Stop
18,14,0,1,0,1,5,6,5,12,13,6,7,1,21,15,13,-1,Stop,Stop,Stop,Stop,-1,0,276,275,West
18,14,0,1,0,1,5,6,5,12,13,6,7,1,21,15,13,-1,Stop,Stop,Stop,Stop,-1,0,275,274,West
17,14,0,1,1,1,5,6,5,12,13,6,7,1,20,14,12,-1,Stop,Stop,Stop,Stop,-1,0,274,273,South
16,14,0,1,1,1,5,6,5,12,13,6,7,1,19,13,11,-1,Stop,Stop,Stop,Stop,-1,0,273,272,South
16,13,1,1,1,1,5,6,5,12,13,6,7,1,18,12,10,-1,Stop,Stop,Stop,Stop,-1,0,272,271,South
16,12,1,1,1,1,5,6,5,12,13,6,7,1,17,11,9,-1,Stop,Stop,Stop,Stop,-1,0,271,270,East
16,11,1,1,1,1,5,6,5,12,13,6,7,1,16,12,8,-1,Stop,Stop,Stop,Stop,-1,0,270,269,East
17,11,1,1,1,1,5,6,5,12,13,6,7,1,17,13,9,-1,Stop,Stop,Stop,Stop,-1,0,269,268,South
18,11,1,1,0,1,5,6,5,12,13,6,7,1,18,14,10,-1,Stop,Stop,Stop,Stop,-1,0,268,267,South
18,10,1,1,0,1,5,6,5,12,13,6,7,1,17,15,9,-1,Stop,Stop,Stop,Stop,-1,0,267,266,South
18,9,1,1,0,1,5,6,5,12,13,6,7,1,16,16,8,-1,Stop,Stop,Stop,Stop,-1,0,266,265,South
18,8,1,1,0,1,5,6,5,12,13,6,7,1,15,17,7,-1,Stop,Stop,Stop,Stop,-1,0,265,264,South
18,7,1,1,0,1,5,6,5,12,13,6,7,1,14,18,6,-1,Stop,Stop,Stop,Stop,-1,0,264,263,South
18,6,1,1,0,1,5,6,5,12,13,6,7,1,13,19,5,-1,Stop,Stop,Stop,Stop,-1,0,263,262,South
18,5,1,1,0,1,5,6,5,12,13,6,7,1,14,20,6,-1,Stop,Stop,Stop,Stop,-1,0,262,261,South
18,4,1,1,0,1,5,6,5,12,13,6,7,1,15,21,7,-1,Stop,Stop,Stop,Stop,-1,0,261,260,West
18,3,1,0,0,1,5,6,5,12,13,6,7,1,16,22,8,-1,Stop,Stop,Stop,Stop,-1,0,260,259,West
17,3,1,0,1,1,5,6,5,12,13,6,7,1,15,21,7,-1,Stop,Stop,Stop,Stop,-1,0,259,258,West
16,3,1,0,1,1,5,6,5,12,13,6,7,1,14,20,6,-1,Stop,Stop,Stop,Stop,-1,0,258,257,West
15,3,1,0,1,1,5,6,5,12,13,6,7,1,13,19,5,-1,Stop,Stop,Stop,Stop,-1,0,257,256,West
14,3,1,0,1,1,5,6,5,12,13,6,7,1,12,18,4,-1,Stop,Stop,Stop,Stop,-1,0,256,255,North
13,3,1,0,1,1,5,6,5,12,13,6,7,1,11,17,3,-1,Stop,Stop,Stop,Stop,-1,0,255,254,North
13,4,1,1,1,1,5,6,5,12,13,6,7,1,10,16,2,-1,Stop,Stop,Stop,Stop,-1,0,254,253,East
13,5,1,1,1,1,5,6,5,12,13,6,7,1,9,15,1,-1,Stop,Stop,Stop,Stop,-1,0,253,252,East
14,5,1,1,1,1,5,6,5,12,13,6,7,1,10,16,2,-1,Stop,Stop,Stop,Stop,-1,0,252,251,West
15,5,1,1,1,1,5,6,5,12,13,6,7,1,11,17,3,-1,Stop,Stop,Stop,Stop,-1,0,251,250,West
14,5,1,1,1,1,5,6,5,12,13,6,7,1,10,16,2,-1,Stop,Stop,Stop,Stop,-1,0,250,249,North
13,5,1,1,1,1,5,6,5,12,13,6,7,1,9,15,1,-1,Stop,Stop,Stop,Stop,-1,0,249,448,North
13,6,1,1,1,1,5,6,5,12,5,1,7,1,8,14,-1,-1,Stop,Stop,Stop,Stop,-1,0,448,447,West
13,7,1,1,1,1,5,6,5,12,5,1,7,1,9,13,-1,-1,Stop,Stop,Stop,Stop,-1,0,447,446,West
12,7,1,1,1,1,5,6,5,12,5,1,7,1,8,12,-1,-1,Stop,Stop,Stop,Stop,-1,0,446,445,West
11,7,1,1,1,1,5,6,5,12,5,1,7,1,7,11,-1,-1,Stop,Stop,Stop,Stop,-1,0,445,444,West
10,7,1,1,1,1,5,6,5,12,5,1,7,1,6,10,-1,-1,Stop,Stop,Stop,Stop,-1,0,444,443,South
9,7,1,1,1,1,5,6,5,12,5,1,7,1,5,9,-1,-1,Stop,Stop,Stop,Stop,-1,0,443,442,South
9,6,1,1,1,1,5,6,5,12,5,1,7,1,4,10,-1,-1,Stop,Stop,Stop,Stop,-1,0,442,441,West
9,5,1,1,1,1,5,6,5,12,5,1,7,1,5,11,-1,-1,Stop,Stop,Stop,Stop,-1,0,441,440,West
8,5,1,1,1,1,5,6,5,12,5,1,7,1,4,10,-1,-1,Stop,Stop,Stop,Stop,-1,0,440,439,West
7,5,1,1,1,1,5,6,5,12,5,1,7,1,3,9,-1,-1,Stop,Stop,Stop,Stop,-1,0,439,438,West
6,5,1,1,1,1,5,6,5,12,5,1,7,1,2,8,-1,-1,Stop,Stop,Stop,Stop,-1,0,438,437,North
5,5,1,1,1,1,5,6,5,12,5,1,7,1,1,7,-1,-1,Stop,Stop,Stop,Stop,-1,0,437,636,North
5,6,1,1,1,1,1,1,5,12,5,1,7,1,-1,6,-1,-1,Stop,Stop,Stop,Stop,-1,0,636,635,North
5,7,1,1,1,1,1,1,5,12,5,1,7,1,-1,5,-1,-1,Stop,Stop,Stop,Stop,-1,0,635,634,North
5,8,1,1,1,1,1,1,5,12,5,1,7,1,-1,4,-1,-1,Stop,Stop,Stop,Stop,-1,0,634,633,Stop
