@relation 'training_keyboard.arff-weka.filters.unsupervised.attribute.Reorder-R1-25,27,26'

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosth1x numeric
@attribute Gosth1y numeric
@attribute Gosth2x numeric
@attribute Gosth2y numeric
@attribute Gosth3x numeric
@attribute Gosth3y numeric
@attribute Gosth4x numeric
@attribute Gosth4y numeric
@attribute DistGosth1 numeric
@attribute DistGosth2 numeric
@attribute DistGosth3 numeric
@attribute DistGosth4 numeric
@attribute GhostDir1 {North,South,East,West,Stop}
@attribute GhostDir2 {North,South,East,West,Stop}
@attribute GhostDir3 {North,South,East,West,Stop}
@attribute GhostDir4 {North,South,East,West,Stop}
@attribute NearestFoodDist numeric
@attribute NumOfFood numeric
@attribute Score numeric
@attribute Direction {North,South,East,West,Stop}
@attribute NextScore numeric

@data
5,4,1,1,1,1,5,6,5,12,5,1,7,1,2,8,-1,-1,Stop,Stop,Stop,Stop,-1,0,434,North,433
4,4,1,1,1,1,5,6,5,12,5,1,7,1,3,9,-1,-1,Stop,Stop,Stop,Stop,-1,0,433,East,432
4,5,1,1,1,1,5,6,5,12,5,1,7,1,2,8,-1,-1,Stop,Stop,Stop,Stop,-1,0,432,East,431
5,5,1,1,1,1,5,6,5,12,5,1,7,1,1,7,-1,-1,Stop,Stop,Stop,Stop,-1,0,431,North,430
6,5,1,1,1,1,5,6,5,12,5,1,7,1,2,8,-1,-1,Stop,Stop,Stop,Stop,-1,0,430,West,429
6,6,1,1,1,1,5,6,5,12,5,1,7,1,1,7,-1,-1,Stop,Stop,Stop,Stop,-1,0,429,West,628
5,6,1,1,1,1,1,1,5,12,5,1,7,1,-1,6,-1,-1,Stop,Stop,Stop,Stop,-1,0,628,South,627
4,6,1,1,1,1,1,1,5,12,5,1,7,1,-1,7,-1,-1,Stop,Stop,Stop,Stop,-1,0,627,South,626
4,5,1,1,1,1,1,1,5,12,5,1,7,1,-1,8,-1,-1,Stop,Stop,Stop,Stop,-1,0,626,South,625
4,4,1,1,1,1,1,1,5,12,5,1,7,1,-1,9,-1,-1,Stop,Stop,Stop,Stop,-1,0,625,West,624
4,3,1,0,1,1,1,1,5,12,5,1,7,1,-1,10,-1,-1,Stop,Stop,Stop,Stop,-1,0,624,West,623
3,3,1,0,1,1,1,1,5,12,5,1,7,1,-1,11,-1,-1,Stop,Stop,Stop,Stop,-1,0,623,West,622
2,3,1,0,1,1,1,1,5,12,5,1,7,1,-1,12,-1,-1,Stop,Stop,Stop,Stop,-1,0,622,North,621
1,3,1,0,1,0,1,1,5,12,5,1,7,1,-1,13,-1,-1,Stop,Stop,Stop,Stop,-1,0,621,North,620
1,4,1,1,1,0,1,1,5,12,5,1,7,1,-1,12,-1,-1,Stop,Stop,Stop,Stop,-1,0,620,North,619
1,5,1,1,1,0,1,1,5,12,5,1,7,1,-1,11,-1,-1,Stop,Stop,Stop,Stop,-1,0,619,North,618
1,6,1,1,1,0,1,1,5,12,5,1,7,1,-1,10,-1,-1,Stop,Stop,Stop,Stop,-1,0,618,North,617
1,7,1,1,1,0,1,1,5,12,5,1,7,1,-1,9,-1,-1,Stop,Stop,Stop,Stop,-1,0,617,North,616
1,8,1,1,1,0,1,1,5,12,5,1,7,1,-1,8,-1,-1,Stop,Stop,Stop,Stop,-1,0,616,East,615
1,9,0,1,1,0,1,1,5,12,5,1,7,1,-1,7,-1,-1,Stop,Stop,Stop,Stop,-1,0,615,East,614
2,9,0,1,1,1,1,1,5,12,5,1,7,1,-1,6,-1,-1,Stop,Stop,Stop,Stop,-1,0,614,East,613
3,9,0,1,1,1,1,1,5,12,5,1,7,1,-1,5,-1,-1,Stop,Stop,Stop,Stop,-1,0,613,East,612
4,9,0,1,1,1,1,1,5,12,5,1,7,1,-1,4,-1,-1,Stop,Stop,Stop,Stop,-1,0,612,East,611
5,9,0,1,1,1,1,1,5,12,5,1,7,1,-1,3,-1,-1,Stop,Stop,Stop,Stop,-1,0,611,East,610
6,9,1,1,1,1,1,1,5,12,5,1,7,1,-1,4,-1,-1,Stop,Stop,Stop,Stop,-1,0,610,North,609
7,9,1,1,1,1,1,1,5,12,5,1,7,1,-1,5,-1,-1,Stop,Stop,Stop,Stop,-1,0,609,North,608
7,10,1,1,1,1,1,1,5,12,5,1,7,1,-1,4,-1,-1,Stop,Stop,Stop,Stop,-1,0,608,West,607
7,11,1,1,1,1,1,1,5,12,5,1,7,1,-1,3,-1,-1,Stop,Stop,Stop,Stop,-1,0,607,West,606
6,11,1,1,1,1,1,1,5,12,5,1,7,1,-1,2,-1,-1,Stop,Stop,Stop,Stop,-1,0,606,West,605
5,11,1,0,1,1,1,1,5,12,5,1,7,1,-1,1,-1,-1,Stop,Stop,Stop,Stop,-1,0,605,West,604
4,11,1,0,1,1,1,1,5,12,5,1,7,1,-1,2,-1,-1,Stop,Stop,Stop,Stop,-1,0,604,West,603
3,11,1,0,1,1,1,1,5,12,5,1,7,1,-1,3,-1,-1,Stop,Stop,Stop,Stop,-1,0,603,West,602
2,11,1,0,1,1,1,1,5,12,5,1,7,1,-1,4,-1,-1,Stop,Stop,Stop,Stop,-1,0,602,Stop,601
1,11,1,0,1,0,1,1,5,12,5,1,7,1,-1,5,-1,-1,Stop,Stop,Stop,Stop,-1,0,601,North,600
1,11,1,0,1,0,1,1,5,12,5,1,7,1,-1,5,-1,-1,Stop,Stop,Stop,Stop,-1,0,600,North,599
1,12,1,1,1,0,1,1,5,12,5,1,7,1,-1,4,-1,-1,Stop,Stop,Stop,Stop,-1,0,599,East,598
1,13,1,1,1,0,1,1,5,12,5,1,7,1,-1,5,-1,-1,Stop,Stop,Stop,Stop,-1,0,598,East,597
2,13,1,1,1,1,1,1,5,12,5,1,7,1,-1,4,-1,-1,Stop,Stop,Stop,Stop,-1,0,597,East,596
3,13,1,1,1,1,1,1,5,12,5,1,7,1,-1,3,-1,-1,Stop,Stop,Stop,Stop,-1,0,596,South,595
4,13,1,1,1,1,1,1,5,12,5,1,7,1,-1,2,-1,-1,Stop,Stop,Stop,Stop,-1,0,595,East,594
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,Stop,Stop,Stop,Stop,7,1,0,Stop,-1
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,Stop,Stop,Stop,Stop,7,1,-1,East,-2
12,10,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,Stop,Stop,Stop,Stop,7,1,-2,North,-3
13,10,1,1,1,1,5,6,5,12,13,6,13,12,12,10,4,2,Stop,Stop,Stop,Stop,6,1,-3,North,-4
13,11,1,1,1,1,5,6,5,12,13,6,13,12,13,9,5,1,Stop,Stop,Stop,Stop,7,1,-4,West,195
13,12,1,1,1,1,5,6,5,12,13,6,7,1,14,8,6,-1,Stop,Stop,Stop,Stop,8,1,195,West,194
12,12,1,1,1,1,5,6,5,12,13,6,7,1,13,7,7,-1,Stop,Stop,Stop,Stop,9,1,194,West,193
11,12,1,1,1,1,5,6,5,12,13,6,7,1,12,6,8,-1,Stop,Stop,Stop,Stop,10,1,193,South,192
10,12,1,1,1,1,5,6,5,12,13,6,7,1,11,5,9,-1,Stop,Stop,Stop,Stop,11,1,192,South,191
10,11,1,1,1,1,5,6,5,12,13,6,7,1,10,6,8,-1,Stop,Stop,Stop,Stop,10,1,191,East,190
10,10,1,1,1,1,5,6,5,12,13,6,7,1,9,7,7,-1,Stop,Stop,Stop,Stop,9,1,190,East,189
11,10,1,1,1,1,5,6,5,12,13,6,7,1,10,8,6,-1,Stop,Stop,Stop,Stop,8,1,189,East,188
12,10,1,1,1,1,5,6,5,12,13,6,7,1,11,9,5,-1,Stop,Stop,Stop,Stop,7,1,188,South,187
13,10,1,1,1,1,5,6,5,12,13,6,7,1,12,10,4,-1,Stop,Stop,Stop,Stop,6,1,187,East,186
13,9,1,1,1,1,5,6,5,12,13,6,7,1,11,11,3,-1,Stop,Stop,Stop,Stop,5,1,186,East,185
14,9,1,1,1,1,5,6,5,12,13,6,7,1,12,12,4,-1,Stop,Stop,Stop,Stop,4,1,185,East,184
15,9,1,1,1,1,5,6,5,12,13,6,7,1,13,13,5,-1,Stop,Stop,Stop,Stop,3,1,184,East,183
16,9,1,1,1,1,5,6,5,12,13,6,7,1,14,14,6,-1,Stop,Stop,Stop,Stop,2,1,183,East,182
17,9,1,1,1,1,5,6,5,12,13,6,7,1,15,15,7,-1,Stop,Stop,Stop,Stop,1,1,182,North,281
18,9,1,1,0,1,5,6,5,12,13,6,7,1,16,16,8,-1,Stop,Stop,Stop,Stop,-1,0,281,North,280
18,10,1,1,0,1,5,6,5,12,13,6,7,1,17,15,9,-1,Stop,Stop,Stop,Stop,-1,0,280,North,279
18,11,1,1,0,1,5,6,5,12,13,6,7,1,18,14,10,-1,Stop,Stop,Stop,Stop,-1,0,279,North,278
18,12,1,1,0,1,5,6,5,12,13,6,7,1,19,13,11,-1,Stop,Stop,Stop,Stop,-1,0,278,North,277
18,13,1,1,0,1,5,6,5,12,13,6,7,1,20,14,12,-1,Stop,Stop,Stop,Stop,-1,0,277,Stop,276
18,14,0,1,0,1,5,6,5,12,13,6,7,1,21,15,13,-1,Stop,Stop,Stop,Stop,-1,0,276,West,275
18,14,0,1,0,1,5,6,5,12,13,6,7,1,21,15,13,-1,Stop,Stop,Stop,Stop,-1,0,275,West,274
17,14,0,1,1,1,5,6,5,12,13,6,7,1,20,14,12,-1,Stop,Stop,Stop,Stop,-1,0,274,South,273
16,14,0,1,1,1,5,6,5,12,13,6,7,1,19,13,11,-1,Stop,Stop,Stop,Stop,-1,0,273,South,272
16,13,1,1,1,1,5,6,5,12,13,6,7,1,18,12,10,-1,Stop,Stop,Stop,Stop,-1,0,272,South,271
16,12,1,1,1,1,5,6,5,12,13,6,7,1,17,11,9,-1,Stop,Stop,Stop,Stop,-1,0,271,East,270
16,11,1,1,1,1,5,6,5,12,13,6,7,1,16,12,8,-1,Stop,Stop,Stop,Stop,-1,0,270,East,269
17,11,1,1,1,1,5,6,5,12,13,6,7,1,17,13,9,-1,Stop,Stop,Stop,Stop,-1,0,269,South,268
18,11,1,1,0,1,5,6,5,12,13,6,7,1,18,14,10,-1,Stop,Stop,Stop,Stop,-1,0,268,South,267
18,10,1,1,0,1,5,6,5,12,13,6,7,1,17,15,9,-1,Stop,Stop,Stop,Stop,-1,0,267,South,266
18,9,1,1,0,1,5,6,5,12,13,6,7,1,16,16,8,-1,Stop,Stop,Stop,Stop,-1,0,266,South,265
18,8,1,1,0,1,5,6,5,12,13,6,7,1,15,17,7,-1,Stop,Stop,Stop,Stop,-1,0,265,South,264
18,7,1,1,0,1,5,6,5,12,13,6,7,1,14,18,6,-1,Stop,Stop,Stop,Stop,-1,0,264,South,263
18,6,1,1,0,1,5,6,5,12,13,6,7,1,13,19,5,-1,Stop,Stop,Stop,Stop,-1,0,263,South,262
18,5,1,1,0,1,5,6,5,12,13,6,7,1,14,20,6,-1,Stop,Stop,Stop,Stop,-1,0,262,South,261
18,4,1,1,0,1,5,6,5,12,13,6,7,1,15,21,7,-1,Stop,Stop,Stop,Stop,-1,0,261,West,260
18,3,1,0,0,1,5,6,5,12,13,6,7,1,16,22,8,-1,Stop,Stop,Stop,Stop,-1,0,260,West,259
17,3,1,0,1,1,5,6,5,12,13,6,7,1,15,21,7,-1,Stop,Stop,Stop,Stop,-1,0,259,West,258
16,3,1,0,1,1,5,6,5,12,13,6,7,1,14,20,6,-1,Stop,Stop,Stop,Stop,-1,0,258,West,257
15,3,1,0,1,1,5,6,5,12,13,6,7,1,13,19,5,-1,Stop,Stop,Stop,Stop,-1,0,257,West,256
14,3,1,0,1,1,5,6,5,12,13,6,7,1,12,18,4,-1,Stop,Stop,Stop,Stop,-1,0,256,North,255
13,3,1,0,1,1,5,6,5,12,13,6,7,1,11,17,3,-1,Stop,Stop,Stop,Stop,-1,0,255,North,254
13,4,1,1,1,1,5,6,5,12,13,6,7,1,10,16,2,-1,Stop,Stop,Stop,Stop,-1,0,254,East,253
13,5,1,1,1,1,5,6,5,12,13,6,7,1,9,15,1,-1,Stop,Stop,Stop,Stop,-1,0,253,East,252
14,5,1,1,1,1,5,6,5,12,13,6,7,1,10,16,2,-1,Stop,Stop,Stop,Stop,-1,0,252,West,251
15,5,1,1,1,1,5,6,5,12,13,6,7,1,11,17,3,-1,Stop,Stop,Stop,Stop,-1,0,251,West,250
14,5,1,1,1,1,5,6,5,12,13,6,7,1,10,16,2,-1,Stop,Stop,Stop,Stop,-1,0,250,North,249
13,5,1,1,1,1,5,6,5,12,13,6,7,1,9,15,1,-1,Stop,Stop,Stop,Stop,-1,0,249,North,448
13,6,1,1,1,1,5,6,5,12,5,1,7,1,8,14,-1,-1,Stop,Stop,Stop,Stop,-1,0,448,West,447
13,7,1,1,1,1,5,6,5,12,5,1,7,1,9,13,-1,-1,Stop,Stop,Stop,Stop,-1,0,447,West,446
12,7,1,1,1,1,5,6,5,12,5,1,7,1,8,12,-1,-1,Stop,Stop,Stop,Stop,-1,0,446,West,445
11,7,1,1,1,1,5,6,5,12,5,1,7,1,7,11,-1,-1,Stop,Stop,Stop,Stop,-1,0,445,West,444
10,7,1,1,1,1,5,6,5,12,5,1,7,1,6,10,-1,-1,Stop,Stop,Stop,Stop,-1,0,444,South,443
9,7,1,1,1,1,5,6,5,12,5,1,7,1,5,9,-1,-1,Stop,Stop,Stop,Stop,-1,0,443,South,442
9,6,1,1,1,1,5,6,5,12,5,1,7,1,4,10,-1,-1,Stop,Stop,Stop,Stop,-1,0,442,West,441
9,5,1,1,1,1,5,6,5,12,5,1,7,1,5,11,-1,-1,Stop,Stop,Stop,Stop,-1,0,441,West,440
8,5,1,1,1,1,5,6,5,12,5,1,7,1,4,10,-1,-1,Stop,Stop,Stop,Stop,-1,0,440,West,439
7,5,1,1,1,1,5,6,5,12,5,1,7,1,3,9,-1,-1,Stop,Stop,Stop,Stop,-1,0,439,West,438
6,5,1,1,1,1,5,6,5,12,5,1,7,1,2,8,-1,-1,Stop,Stop,Stop,Stop,-1,0,438,North,437
5,5,1,1,1,1,5,6,5,12,5,1,7,1,1,7,-1,-1,Stop,Stop,Stop,Stop,-1,0,437,North,636
5,6,1,1,1,1,1,1,5,12,5,1,7,1,-1,6,-1,-1,Stop,Stop,Stop,Stop,-1,0,636,North,635
5,7,1,1,1,1,1,1,5,12,5,1,7,1,-1,5,-1,-1,Stop,Stop,Stop,Stop,-1,0,635,North,634
